Launch Date,Recalls Number,Make,Recalls Model Information,Concern,Defect,Remedy,Vehicle Numbers,Manufacturer Ref,Model,VIN Start,VIN End,Build Start,Build End,groupe,Date,Groupe,Valeur action
2015-02-19,R/2015/040,volvo car,S60  V60  XC60  V70  XC70  S80,PARKING BRAKE MAY UNINTENTIONALLY RELEASE,Vehicles with manual gearboxes and start/stop functionality have Parking Brake Module (PBM) software that may allow the parking brake to unintentionally release. The unintended release of the parking brake can only occur when the engine is running and the gearstick moved  so it will happen when the vehicle is attended.,Recall the vehicles that are likely to be affected to download upgraded Parking Brake Module (PBM) software.,2146,T59750,S80,162386,190680,04/04/2012,28/01/2015,Volvo Group,2015-02-19,Volvo Group,0.001056770469013455
2015-02-25,R/2015/032,vauxhall,Corsa D,LOSS OF STEERING CONTROL,A small number of steering knuckles on hub swivels have been manufactured incorrectly. In time these knuckles might fail with the attendant loss of directional control of the vehicle.,Recall the vehicles that are likely to be affected and check the production date code on steering knuckles fitted to both sides. Replace the steering knuckles where required.,6319,14-c-071,CORSA D,E6079346,E6092796,28/04/2014,10/06/2014,Peugeot S.A.,2015-02-25,Peugeot S.A.,0.020275552359795165
2015-02-25,R/2015/032,vauxhall,Corsa D,LOSS OF STEERING CONTROL,A small number of steering knuckles on hub swivels have been manufactured incorrectly. In time these knuckles might fail with the attendant loss of directional control of the vehicle.,Recall the vehicles that are likely to be affected and check the production date code on steering knuckles fitted to both sides. Replace the steering knuckles where required.,6319,14-c-071,CORSA D,E4182291,E4231233,28/04/2014,10/06/2014,Peugeot S.A.,2015-02-25,Peugeot S.A.,0.020275552359795165
2015-03-06,R/2015/111,volvo car,XC90,SIPS SYSTEM MAY NOT DEPLOY WHEN REQUIRED,It has been identified that the wiring harness for the Side Impact Protection System airbag (SIPS) on the drivers and passengers front seats may have been routed incorrectly. This could result in the wiring harness becoming damaged which will illuminate the Supplemental Restraint System (SRS) light on the instrument panel. If the SRS light is illuminated then additional care should be taken when driving the vehicle as SRS functions may be affected.,Recall all affected vehicles to check the routing of the wiring harness and if required  reroute it and repair any damage.,301,R89571,XC90,YV1LCA2BCG1000491,YV1LFA4BCG1008263,27/01/2015,19/05/2015,Volvo Group,2015-03-06,Volvo Group,0.004031293187284992
2015-03-09,R/2015/126,ford,EcoSport,VEHICLE MAY BECOME UNSTABLE DUE TO REAR SUSPENSION FAULT,The rear suspension trailing arm bolts may have not have been tightened to the correct specification during assembly.. There is a possibility that the bolt/s could fail causing underbody knocking noise. ,Replace the trailing arm nuts and  bolts and tighten to the correct torque,1264,15S15,ECOSPORT,WF0BXXMRKBDD81984,Wf0BXXMRKBET55533,29/11/2013,25/02/2015,Ford Motor Company,2015-03-09,Ford Motor Company,0.0040209704507177205
2015-03-12,R/2015/244,bmw,i3 & i8  I01 / 12,STEERING MAY NOT BEHAVE AS DESIGNED,The engine current sensors have not been calibrated correctly  which could lead to an increased recuperation torque during vehicle deceleration. An increased recuperation torque during deceleration could lead to a vehicle oversteer condition in the i3 and vehicle understeer condition in the i8. This could lead to skidding on slippery roads during driving.,Recall the vehicles that are likely to be affected and calibrate sensors for measuring the engine current.,41,0012170400,i8,,,09/10/2015,04/11/2015,BMW,2015-03-12,BMW,0.006166276509141706
2015-03-12,R/2015/244,bmw,i3 & i8  I01 / 12,STEERING MAY NOT BEHAVE AS DESIGNED,The engine current sensors have not been calibrated correctly  which could lead to an increased recuperation torque during vehicle deceleration. An increased recuperation torque during deceleration could lead to a vehicle oversteer condition in the i3 and vehicle understeer condition in the i8. This could lead to skidding on slippery roads during driving.,Recall the vehicles that are likely to be affected and calibrate sensors for measuring the engine current.,41,0012170400,i3,,,09/10/2015,04/11/2015,BMW,2015-03-12,BMW,0.006166276509141706
2015-03-13,R/2015/057,peugeot,Boxer III,ENGINE MAY STALL,An internal component of the injector may not be to specification  which could reduce the fuel pressure in the injection system. The concern can prevent the engine starting and/or cause the engine to stall.,Recall the vehicles that are likely to be affected and check the identification number of the engine injectors. Where necessary replace the injectors.,1475,ZXL,BOXER III,VF3******12714962,VF3******12779466,05/09/2014,12/12/2014,Peugeot S.A.,2015-03-13,Peugeot S.A.,0.04348857287153957
2015-03-13,R/2015/060,peugeot,208,DIRECTIONAL CONTROL MAY BE AFFECTED,It is possible that the front subframe and suspension wishbones mounting bolts may not have been torqued to the correct specification.  This could result in the mounting bolt working loose and falling from the vehicle  plus the possibility of the insecurity of the subframe or the front suspension wishbone. This can cause an issue with the handling or even loss of control of the vehicle.,Recall all affected vehicles to check and retorque the front subframe and suspension wishbone mounting bolts.,2,ZYC,208,VF3******EW056163,VF3******EW056164,03/12/2014,03/12/2014,Peugeot S.A.,2015-03-13,Peugeot S.A.,0.04348857287153957
2015-03-13,R/2015/061,citroen,C3 & DS3,DIRECTIONAL CONTROL MAY BE AFFECTED,It is possible that the front subframe and suspension wishbones mounting bolts may not have been torqued to the correct specification.  This could result in the mounting bolt working loose and falling from the vehicle  plus the possibility of the insecurity of the subframe or the front suspension wishbone. This can cause an issue with the handling or even loss of control of the vehicle.,Recall all affected vehicles to check and retorque the front subframe and suspension wishbone mounting bolts.,24,NHR,C3,VF7******EW695269,VF7******EW695821,03/12/2014,03/12/2014,Peugeot S.A.,2015-03-13,Peugeot S.A.,0.04348857287153957
2015-03-13,R/2015/061,citroen,C3 & DS3,DIRECTIONAL CONTROL MAY BE AFFECTED,It is possible that the front subframe and suspension wishbones mounting bolts may not have been torqued to the correct specification.  This could result in the mounting bolt working loose and falling from the vehicle  plus the possibility of the insecurity of the subframe or the front suspension wishbone. This can cause an issue with the handling or even loss of control of the vehicle.,Recall all affected vehicles to check and retorque the front subframe and suspension wishbone mounting bolts.,24,NHR,DS3,VF7******EW695269,VF7******EW695821,03/12/2014,03/12/2014,Peugeot S.A.,2015-03-13,Peugeot S.A.,0.04348857287153957
2015-03-16,R/2015/039,toyota,Yaris,WHEEL HUB MAY BECOME LOOSE,One or more of the rear hub retaining bolts may have not been tightened to the correct specification. A bolt or bolts  may work loose and could have an adverse affect on the braking performance or could cause a wheel to lock unintentionally.,Recall affected vehicles. Check bolts for tightness and if required tighten to correct specification. Where necessary replace bolts. ,135,,YARIS,VNKJL3D3#QA131953,VNKJL3D3#QA144939,12/09/2014,11/12/2014,Toyota Motor Corporation,2015-03-16,Toyota Motor Corporation,0.00544202041572958
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,CIVIC,JHMES9**03S200092,JHMES9**04S201251,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,ACCORD,JHMCL7**03C208010,JHMCN2**04C201797,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,CR-V,SHSRD8**03U107168,SHSRD8**04U209338,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/039,toyota,Yaris,WHEEL HUB MAY BECOME LOOSE,One or more of the rear hub retaining bolts may have not been tightened to the correct specification. A bolt or bolts  may work loose and could have an adverse affect on the braking performance or could cause a wheel to lock unintentionally.,Recall affected vehicles. Check bolts for tightness and if required tighten to correct specification. Where necessary replace bolts. ,135,,YARIS,VNKKJ3D3#QA248435,VNKKJ3D3#QA271893,10/09/2014,07/01/2015,Toyota Motor Corporation,2015-03-16,Toyota Motor Corporation,0.00544202041572958
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,CIVIC,1HGEM2**03l600323,1HGEM2**04L600407,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,JAZZ,JHMGD1**03S211931,JHMGD5**04S201690,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/043,honda,Accord  Accord tourer  CR-V  Civic  Jazz & Stream,PASSENGER SIDE AIRBAG MAY FAIL TO DEPLOY CORRECTLY,The subject vehicles are equipped with front passenger airbag inflators which could have been assembled with improperly manufactured propellant wafers. Improperly manufactured propellant wafers could cause the inflator to rupture and the front passenger airbag to deploy abnormally in a crash. This could result in increased risk of injury to the occupant or in a thermal issue in the interior compartment which may lead to fire.,Recall the vehicles that are likely to be affected to inspect and where necessary replace the airbag inflator module.,31135,HUK5NN,STREAM,JHMRN1**03C200525,JHMRN3**04C200767,02/01/2003,27/12/2003,Honda Motor Company,2015-03-16,Honda Motor Company,0.00031303482635615214
2015-03-16,R/2015/039,toyota,Yaris,WHEEL HUB MAY BECOME LOOSE,One or more of the rear hub retaining bolts may have not been tightened to the correct specification. A bolt or bolts  may work loose and could have an adverse affect on the braking performance or could cause a wheel to lock unintentionally.,Recall affected vehicles. Check bolts for tightness and if required tighten to correct specification. Where necessary replace bolts. ,135,,YARIS,VNKJL0D3#QA132268,VNKJL0D3#QA139875,15/09/2014,08/11/2014,Toyota Motor Corporation,2015-03-16,Toyota Motor Corporation,0.00544202041572958
2015-03-16,R/2015/039,toyota,Yaris,WHEEL HUB MAY BECOME LOOSE,One or more of the rear hub retaining bolts may have not been tightened to the correct specification. A bolt or bolts  may work loose and could have an adverse affect on the braking performance or could cause a wheel to lock unintentionally.,Recall affected vehicles. Check bolts for tightness and if required tighten to correct specification. Where necessary replace bolts. ,135,,YARIS,VNKKL0D3#QA131894,VNKKL0D3#QA145130,12/09/2014,12/12/2014,Toyota Motor Corporation,2015-03-16,Toyota Motor Corporation,0.00544202041572958
